Paper	Intervention	Outcome	Efficacy	eNNT	GRADE	AMSTAR	k	Design	Age	BD_stage	Comparison	Comparison_type	TE	seTE	Rank	Meta_review	invTE	TE_lo	TE_up	Intervention_acro	Comparison_acro	Outcome_acro
"<a href='https://doi.org/' target=""_blank"">Cipriani A., 2011 (NMA)</a>"	lithium	Mania symptoms scale, change from baseline	"eSMD=-0.06 [-0.22, 0.1] <br> <img src=""https://www.linkpicture.com/q/Diapositive10.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=29.55	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	63	Network meta-analysis	Adults	Mania/Mixed	olanzapine	mono	-0.06	0.08	III (Low)	Cipriani A., 2011 (NMA)	0.06	-0.22	0.1	lit	ola	Manic sxs, change
"<a href='https://doi.org/' target=""_blank"">Cipriani A., 2011 (NMA)</a>"	carbamazepine	Mania symptoms scale, change from baseline	"eSMD=-0.02 [-0.28, 0.24] <br> <img src=""https://www.linkpicture.com/q/Diapositive10.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=88.63	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	63	Network meta-analysis	Adults	Mania/Mixed	lithium	mono	-0.02	0.13	III (Low)	Cipriani A., 2011 (NMA)	0.02	-0.28	0.24	cbz	lit	Manic sxs, change
"<a href='https://doi.org/' target=""_blank"">Cipriani A., 2011 (NMA)</a>"	aripiprazole	Mania symptoms scale, change from baseline	"eSMD=-0.01 [-0.18, 0.17] <br> <img src=""https://www.linkpicture.com/q/Diapositive10.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=177.25	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	63	Network meta-analysis	Adults	Mania/Mixed	lithium	mono	-0.01	0.09	III (Low)	Cipriani A., 2011 (NMA)	0.01	-0.18	0.17	ari	lit	Manic sxs, change
"<a href='https://doi.org/' target=""_blank"">Cipriani A., 2011 (NMA)</a>"	lithium	Mania symptoms scale, change from baseline	"eSMD=0.01 [-0.17, 0.18] <br> <img src=""https://www.linkpicture.com/q/Diapositive11.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=177.25	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	63	Network meta-analysis	Adults	Mania/Mixed	quetiapine	mono	0.01	0.09	III (Low)	Cipriani A., 2011 (NMA)	-0.01	-0.17	0.18	lit	que	Manic sxs, change
"<a href='https://doi.org/' target=""_blank"">Cipriani A., 2011 (NMA)</a>"	haloperidol	Mania symptoms scale, change from baseline	"eSMD=0.06 [-0.11, 0.22] <br> <img src=""https://www.linkpicture.com/q/Diapositive11.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=29.55	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	63	Network meta-analysis	Adults	Mania/Mixed	risperidone	mono	0.06	0.08	III (Low)	Cipriani A., 2011 (NMA)	-0.06	-0.11	0.22	hal	risp	Manic sxs, change
"<a href='https://doi.org/' target=""_blank"">Cipriani A., 2011 (NMA)</a>"	haloperidol	Mania symptoms scale, change from baseline	"eSMD=0.12 [0.02, 0.28] <br> <img src=""https://www.linkpicture.com/q/Diapositive12.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=14.79	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	63	Network meta-analysis	Adults	Mania/Mixed	olanzapine	mono	0.12	0.07	II (Moderate)	Cipriani A., 2011 (NMA)	-0.12	0.02	0.28	hal	ola	Manic sxs, change
"<a href='https://doi.org/' target=""_blank"">Cipriani A., 2011 (NMA)</a>"	carbamazepine	Mania symptoms scale, change from baseline	"eSMD=0.15 [-0.13, 0.44] <br> <img src=""https://www.linkpicture.com/q/Diapositive12.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=11.84	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	63	Network meta-analysis	Adults	Mania/Mixed	divalproate	mono	0.15	0.15	III (Low)	Cipriani A., 2011 (NMA)	-0.15	-0.13	0.44	cbz	div	Manic sxs, change
"<a href='https://doi.org/' target=""_blank"">Cipriani A., 2011 (NMA)</a>"	haloperidol	Mania symptoms scale, change from baseline	"eSMD=0.19 [0.01, 0.36] <br> <img src=""https://www.linkpicture.com/q/Diapositive13.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=9.36	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	63	Network meta-analysis	Adults	Mania/Mixed	lithium	mono	0.19	0.09	II (Moderate)	Cipriani A., 2011 (NMA)	-0.19	0.01	0.36	hal	lit	Manic sxs, change
"<a href='https://doi.org/' target=""_blank"">Cipriani A., 2011 (NMA)</a>"	haloperidol	Mania symptoms scale, change from baseline	"eSMD=0.19 [0.01, 0.37] <br> <img src=""https://www.linkpicture.com/q/Diapositive13.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=9.36	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	63	Network meta-analysis	Adults	Mania/Mixed	quetiapine	mono	0.19	0.09	II (Moderate)	Cipriani A., 2011 (NMA)	-0.19	0.01	0.37	hal	que	Manic sxs, change
"<a href='https://doi.org/' target=""_blank"">Cipriani A., 2011 (NMA)</a>"	haloperidol	Mania symptoms scale, change from baseline	"eSMD=0.36 [0.15, 0.56] <br> <img src=""https://www.linkpicture.com/q/Diapositive15.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=4.98	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	63	Network meta-analysis	Adults	Mania/Mixed	ziprasidone	mono	0.36	0.1	II (Moderate)	Cipriani A., 2011 (NMA)	-0.36	0.15	0.56	hal	zip	Manic sxs, change
"<a href='https://doi.org/' target=""_blank"">Cipriani A., 2011 (NMA)</a>"	lithium	Mania symptoms scale, change from baseline	"eSMD=0.45 [0.14, 0.75] <br> <img src=""https://www.linkpicture.com/q/Diapositive16.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=4.01	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	63	Network meta-analysis	Adults	Mania/Mixed	topiramate	mono	0.45	0.16	II (Moderate)	Cipriani A., 2011 (NMA)	-0.45	0.14	0.75	lit	top	Manic sxs, change
"<a href='https://doi.org/' target=""_blank"">Bartoli F., 2017 (MA)</a>"	allopurinol	Mania symptoms scale, change from baseline	"eSMD=0.34 [0.09, 0.6] <br> <img src=""https://www.linkpicture.com/q/Diapositive14.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=5.26	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	5	Pairwise meta-analysis	Adults	Mania/Mixed	placebo	aug	0.34	0.13	III (Low)	Bartoli F., 2017 (MA)	-0.34	0.09	0.6	allopur	pbo	Manic sxs, change
"<a href='https://doi.org/' target=""_blank"">Jochim J., 2019 (MA)</a>"	divalproate	Mania symptoms scale, change from baseline	"eSMD=0.14 [-0.17, 0.45] <br> <img src=""https://www.linkpicture.com/q/Diapositive12.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=12.68	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	2	Pairwise meta-analysis	Children & Adolescents	Mania/Mixed	placebo	mono	0.14	0.16	III (Low)	Jochim J., 2019 (MA)	-0.14	-0.17	0.45	div	pbo	Manic sxs, change
"<a href='https://doi.org/' target=""_blank"">Jochim J., 2019 (MA)</a>"	divalproate	Mania symptoms scale, change from baseline	"eSMD=-1.01 [-1.29, -0.74] <br> <img src=""https://www.linkpicture.com/q/Diapositive1.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=1.91	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	2	Pairwise meta-analysis	Children & Adolescents	Mania/Mixed	risperidone	mono	-1.01	0.14	II (Moderate)	Jochim J., 2019 (MA)	1.01	-1.29	-0.74	div	risp	Manic sxs, change
"<a href='https://doi.org/' target=""_blank"">Jochim J., 2019 (MA)</a>"	divalproate	Mania symptoms scale, change from baseline	"eSMD=0.41 [-0.35, 1.16] <br> <img src=""https://www.linkpicture.com/q/Diapositive15.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=4.38	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	2	Pairwise meta-analysis	Children & Adolescents	Mania/Mixed	topiramate	mono	0.41	0.39	III (Low)	Jochim J., 2019 (MA)	-0.41	-0.35	1.16	div	top	Manic sxs, change
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2016 (MA)</a>"	risperidone LAI	Mania symptoms scale, change from baseline	"eSMD=5.8 [4.04, 7.57] <br> <img src=""https://www.linkpicture.com/q/Diapositive20.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=1	"High <br> <img src=""https://www.linkpicture.com/q/Diapositive1_2.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	2	Pairwise meta-analysis	Adults	Maintenance	placebo	mono	5.8	0.9	I (High)	Kishi T., 2016 (MA)	-5.8	4.04	7.57	rispLAI	pbo	Manic sxs, change
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	tamoxifen	Mania symptoms scale, change from baseline	"eSMD=1.81 [1.16, 2.45] <br> <img src=""https://www.linkpicture.com/q/Diapositive20.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=1.25	"High <br> <img src=""https://www.linkpicture.com/q/Diapositive1_2.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	61	Network meta-analysis	Adults	Mania/Mixed	placebo	mono	1.81	0.33	I (High)	Kishi T., 2021 (NMA)	-1.81	1.16	2.45	tamox	pbo	Manic sxs, change
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	cariprazine	Mania symptoms scale, change from baseline	"eSMD=0.5 [0.28, 0.71] <br> <img src=""https://www.linkpicture.com/q/Diapositive16.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=3.62	"High <br> <img src=""https://www.linkpicture.com/q/Diapositive1_2.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	61	Network meta-analysis	Adults	Mania/Mixed	placebo	mono	0.5	0.11	I (High)	Kishi T., 2021 (NMA)	-0.5	0.28	0.71	car	pbo	Manic sxs, change
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	paliperidone	Mania symptoms scale, change from baseline	"eSMD=0.38 [0.13, 0.62] <br> <img src=""https://www.linkpicture.com/q/Diapositive15.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=4.72	"High <br> <img src=""https://www.linkpicture.com/q/Diapositive1_2.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	61	Network meta-analysis	Adults	Mania/Mixed	placebo	mono	0.38	0.12	I (High)	Kishi T., 2021 (NMA)	-0.38	0.13	0.62	pal	pbo	Manic sxs, change
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	eslicarbazepine	Mania symptoms scale, change from baseline	"eSMD=0.17 [-0.23, 0.57] <br> <img src=""https://www.linkpicture.com/q/Diapositive12.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=10.45	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	61	Network meta-analysis	Adults	Mania/Mixed	placebo	mono	0.17	0.2	II (Moderate)	Kishi T., 2021 (NMA)	-0.17	-0.23	0.57	eslicbz	pbo	Manic sxs, change
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	licarbazepine	Mania symptoms scale, change from baseline	"eSMD=0.09 [-0.26, 0.44] <br> <img src=""https://www.linkpicture.com/q/Diapositive12.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=19.71	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	61	Network meta-analysis	Adults	Mania/Mixed	placebo	mono	0.09	0.18	II (Moderate)	Kishi T., 2021 (NMA)	-0.09	-0.26	0.44	licbz	pbo	Manic sxs, change
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	brexpiprazole	Mania symptoms scale, change from baseline	"eSMD=0.08 [-0.18, 0.35] <br> <img src=""https://www.linkpicture.com/q/Diapositive11.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=22.17	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	61	Network meta-analysis	Adults	Mania/Mixed	placebo	mono	0.08	0.14	II (Moderate)	Kishi T., 2021 (NMA)	-0.08	-0.18	0.35	brex	pbo	Manic sxs, change
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	verapamil	Mania symptoms scale, change from baseline	"eSMD=-0.02 [-0.77, 0.74] <br> <img src=""https://www.linkpicture.com/q/Diapositive10.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=88.63	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	61	Network meta-analysis	Adults	Mania/Mixed	placebo	mono	-0.02	0.39	II (Moderate)	Kishi T., 2021 (NMA)	0.02	-0.77	0.74	verapamil	pbo	Manic sxs, change
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	lamotrigine	Mania symptoms scale, change from baseline	"eSMD=-0.39 [-0.66, -0.12] <br> <img src=""https://www.linkpicture.com/q/Diapositive6.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=4.6	"High <br> <img src=""https://www.linkpicture.com/q/Diapositive1_2.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	61	Network meta-analysis	Adults	Mania/Mixed	olanzapine	mono	-0.39	0.14	I (High)	Kishi T., 2021 (NMA)	0.39	-0.66	-0.12	lam	ola	Manic sxs, change
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	divalproate	Mania symptoms scale, change from baseline	"eSMD=-0.13 [-0.71, 0.46] <br> <img src=""https://www.linkpicture.com/q/Diapositive9.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=13.65	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	61	Network meta-analysis	Adults	Mania/Mixed	oxcarbazepine	mono	-0.13	0.3	II (Moderate)	Kishi T., 2021 (NMA)	0.13	-0.71	0.46	div	oxc	Manic sxs, change
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	paliperidone	Mania symptoms scale, change from baseline	"eSMD=0 [-0.26, 0.26] <br> <img src=""https://www.linkpicture.com/q/Diapositive10.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=Inf	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	61	Network meta-analysis	Adults	Mania/Mixed	quetiapine	mono	0	0.13	II (Moderate)	Kishi T., 2021 (NMA)	0	-0.26	0.26	pal	que	Manic sxs, change
"<a href='https://doi.org/' target=""_blank"">McKnight R.F., 2019 (MA)</a>"	lithium	Mania symptoms scale, change from baseline	"eSMD=2.85 [2.55, 3.14] <br> <img src=""https://www.linkpicture.com/q/Diapositive20.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=1.05	"High <br> <img src=""https://www.linkpicture.com/q/Diapositive1_2.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	4	Pairwise meta-analysis	Mixed (Children-Adults)	Mania/Mixed	placebo	mono	2.85	0.15	I (High)	McKnight R.F., 2019 (MA)	-2.85	2.55	3.14	lit	pbo	Manic sxs, change
"<a href='https://doi.org/' target=""_blank"">McKnight R.F., 2019 (MA)</a>"	lithium	Mania symptoms scale, change from baseline	"eSMD=-7.28 [-9.34, -5.22] <br> <img src=""https://www.linkpicture.com/q/Diapositive1.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=1	"High <br> <img src=""https://www.linkpicture.com/q/Diapositive1_2.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	3	Pairwise meta-analysis	Mixed (Children-Adults)	Mania/Mixed	risperidone	mono	-7.28	1.05	I (High)	McKnight R.F., 2019 (MA)	7.28	-9.34	-5.22	lit	risp	Manic sxs, change
"<a href='https://doi.org/' target=""_blank"">McKnight R.F., 2019 (MA)</a>"	carbamazepine	Mania symptoms scale, change from baseline	"eSMD=0.21 [-0.18, 0.6] <br> <img src=""https://www.linkpicture.com/q/Diapositive13.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=8.47	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	3	Pairwise meta-analysis	Mixed (Children-Adults)	Mania/Mixed	lithium	mono	0.21	0.2	III (Low)	McKnight R.F., 2019 (MA)	-0.21	-0.18	0.6	cbz	lit	Manic sxs, change
"<a href='https://doi.org/' target=""_blank"">McKnight R.F., 2019 (MA)</a>"	divalproate	Mania symptoms scale, change from baseline	"eSMD=0.43 [-0.36, 1.23] <br> <img src=""https://www.linkpicture.com/q/Diapositive15.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=4.19	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	5	Pairwise meta-analysis	Mixed (Children-Adults)	Mania/Mixed	lithium	mono	0.43	0.41	III (Low)	McKnight R.F., 2019 (MA)	-0.43	-0.36	1.23	div	lit	Manic sxs, change
"<a href='https://doi.org/' target=""_blank"">Meduri M., 2016 (MA)</a>"	aripiprazole	Mania symptoms scale, change from baseline	"eSMD=1.08 [0.85, 1.32] <br> <img src=""https://www.linkpicture.com/q/Diapositive20.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=1.8	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	2	Pairwise meta-analysis	Children & Adolescents	Mania/Mixed	placebo	mono	1.08	0.12	II (Moderate)	Meduri M., 2016 (MA)	-1.08	0.85	1.32	ari	pbo	Manic sxs, change
"<a href='https://doi.org/' target=""_blank"">Ogawa Y., 2014 (MA)</a>"	risperidone	Mania symptoms scale, change from baseline	"eSMD=0.42 [0.15, 0.7] <br> <img src=""https://www.linkpicture.com/q/Diapositive15.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=4.28	"High <br> <img src=""https://www.linkpicture.com/q/Diapositive1_2.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	2	Pairwise meta-analysis	Adults	Mania/Mixed	placebo	aug	0.42	0.14	I (High)	Ogawa Y., 2014 (MA)	-0.42	0.15	0.7	risp	pbo	Manic sxs, change
